4721574900,340548,342053
4721607372,340693,342194
4721640532,340839,342339
4721673499,340988,342486
4721706540,341138,342633
4721739530,341286,342781
4721772132,341433,342926
4721805653,341585,343073
4721838633,341732,343219
4721871338,341878,343362
4721904641,342028,343507
4721937404,342174,343649
4721970431,342320,343792
4722003313,342468,343935
4722036299,342617,344083
4722069474,342766,344233
4722102778,342917,344385
4722135810,343066,344536
4722168912,343217,344686
4722201843,343367,344836
4722234625,343514,344987
4722267979,343666,345139
4722300507,343814,345287
4722333926,343964,345438
4722366937,344113,345590
4722399512,344263,345738
4722432932,344415,345891
4722466034,344565,346043
4722498771,344715,346193
4722531838,344866,346346
4722564660,345014,346498
4722597317,345163,346646
4722630950,345317,346799
4722663873,345467,346951
4722696675,345619,347101
4722729623,345771,347251
4722762615,345922,347402
4722797447,346083,347560
4722831146,346237,347712
4722863965,346387,347860
4722896881,346537,348011
4722929537,346685,348160
4722962916,346835,348310
4722995403,346980,348456
4723028592,347128,348605
4723061370,347275,348751
4723094774,347423,348901
4723127728,347563,349048
4723160597,347702,349194
4723193580,347841,349340
4723226357,347975,349484
4723259233,348108,349630
4723292507,348239,349776
4723325537,348366,349919
4723358467,348490,350064
4723391759,348614,350209
4723424833,348739,350353
4723457785,348861,350497
4723490849,348986,350640
4723523465,349114,350781
4723556326,349245,350923
4723589672,349380,351068
4723623268,349519,351216
4723656796,349661,351366
4723690151,349803,351516
4723722820,349944,351663
4723755727,350090,351812
4723788723,350236,351963
4723821705,350380,352112
4723854800,350527,352261
4723888034,350677,352413
4723920775,350824,352562
4723954198,350974,352714
4723986588,351121,352863
4724019711,351271,353014
4724052805,351420,353162
4724085828,351570,353312
4724118961,351719,353459
4724151351,351854,353592
4724184422,351981,353715
4724218011,352100,353827
4724251086,352205,353925
4724284239,352296,354009
4724317682,352364,354072
4724351108,352404,354109
4724383672,352431,354126
4724416998,352461,354141
4724449825,352487,354144
4724482586,352494,354145
4724516325,352494,354143
4724549946,352494,354141
4724582917,352494,354136
4724615880,352494,354132
4724648801,352494,354131
